provider,doses,filed_date,report_date
Specialty,119086,2021-03-26,2021-03-28
Community Vaccinator,366674,2021-03-26,2021-03-28
Public Health,364028,2021-03-25,2021-03-27
Community Vaccinator,352035,2021-03-25,2021-03-27
Primary Care,674827,2021-03-25,2021-03-27
Pharmacy,513138,2021-03-25,2021-03-27
Hospital,296233,2021-03-25,2021-03-27
Tribal Health Sites,39504,2021-03-25,2021-03-27
Other,84861,2021-03-25,2021-03-27
Specialty,116584,2021-03-25,2021-03-27
Hospital,291127,2021-03-24,2021-03-26
Public Health,342754,2021-03-24,2021-03-26
Primary Care,650508,2021-03-24,2021-03-26
Pharmacy,498771,2021-03-24,2021-03-26
Other,83910,2021-03-24,2021-03-26
Community Vaccinator,344582,2021-03-24,2021-03-26
Tribal Health Sites,38857,2021-03-24,2021-03-26
Specialty,112986,2021-03-24,2021-03-26
Hospital,287288,2021-03-23,2021-03-25
Public Health,330184,2021-03-23,2021-03-25
Pharmacy,489598,2021-03-23,2021-03-25
Other,82847,2021-03-23,2021-03-25
Community Vaccinator,338421,2021-03-23,2021-03-25
Primary Care,629600,2021-03-23,2021-03-25
Tribal Health Sites,38329,2021-03-23,2021-03-25
Specialty,109529,2021-03-23,2021-03-25
Community Vaccinator,334105,2021-03-22,2021-03-24
Primary Care,616811,2021-03-22,2021-03-24
Public Health,328051,2021-03-22,2021-03-24
Pharmacy,481467,2021-03-22,2021-03-24
Hospital,284796,2021-03-22,2021-03-24
Tribal Health Sites,37876,2021-03-22,2021-03-24
Other,81828,2021-03-22,2021-03-24
Specialty,106738,2021-03-22,2021-03-24
Hospital,283830,2021-03-21,2021-03-23
Public Health,325682,2021-03-21,2021-03-23
Pharmacy,475540,2021-03-21,2021-03-23
Other,81913,2021-03-21,2021-03-23
Community Vaccinator,328354,2021-03-21,2021-03-23
Primary Care,608498,2021-03-21,2021-03-23
Tribal Health Sites,37490,2021-03-21,2021-03-23
Specialty,105403,2021-03-21,2021-03-23
Pharmacy,471323,2021-03-20,2021-03-22
Specialty,105333,2021-03-20,2021-03-22
Public Health,325468,2021-03-20,2021-03-22
Hospital,283820,2021-03-20,2021-03-22
Community Vaccinator,324242,2021-03-20,2021-03-22
Other,80700,2021-03-20,2021-03-22
Primary Care,608013,2021-03-20,2021-03-22
Tribal Health Sites,36382,2021-03-20,2021-03-22
Other,79435,2021-03-19,2021-03-21
Pharmacy,459936,2021-03-19,2021-03-21
Primary Care,601490,2021-03-19,2021-03-21
Public Health,323089,2021-03-19,2021-03-21
Community Vaccinator,319322,2021-03-19,2021-03-21
Hospital,281365,2021-03-19,2021-03-21
Tribal Health Sites,34880,2021-03-19,2021-03-21
Specialty,103156,2021-03-19,2021-03-21
Other,78721,2021-03-18,2021-03-20
Primary Care,582634,2021-03-18,2021-03-20
Hospital,275455,2021-03-18,2021-03-20
Pharmacy,446194,2021-03-18,2021-03-20
Community Vaccinator,310872,2021-03-18,2021-03-20
Specialty,100287,2021-03-18,2021-03-20
Public Health,314833,2021-03-18,2021-03-20
Tribal Health Sites,34352,2021-03-18,2021-03-20
Pharmacy,430263,2021-03-17,2021-03-19
Specialty,97411,2021-03-17,2021-03-19
Public Health,303332,2021-03-17,2021-03-19
Hospital,270428,2021-03-17,2021-03-19
Community Vaccinator,307030,2021-03-17,2021-03-19
Other,78330,2021-03-17,2021-03-19
Primary Care,561340,2021-03-17,2021-03-19
Tribal Health Sites,33954,2021-03-17,2021-03-19
Public Health,292825,2021-03-16,2021-03-18
Hospital,265818,2021-03-16,2021-03-18
Tribal Health Sites,33561,2021-03-16,2021-03-18
Pharmacy,419345,2021-03-16,2021-03-18
Other,78133,2021-03-16,2021-03-18
Primary Care,541779,2021-03-16,2021-03-18
Specialty,93640,2021-03-16,2021-03-18
Community Vaccinator,298473,2021-03-16,2021-03-18
Public Health,289294,2021-03-15,2021-03-17
Hospital,263638,2021-03-15,2021-03-17
Community Vaccinator,294189,2021-03-15,2021-03-17
Primary Care,529591,2021-03-15,2021-03-17
Tribal Health Sites,32962,2021-03-15,2021-03-17
Pharmacy,409674,2021-03-15,2021-03-17
Other,77201,2021-03-15,2021-03-17
Specialty,91156,2021-03-15,2021-03-17
Public Health,285798,2021-03-14,2021-03-16
Pharmacy,403740,2021-03-14,2021-03-16
Other,77034,2021-03-14,2021-03-16
Hospital,261784,2021-03-14,2021-03-16
Community Vaccinator,286273,2021-03-14,2021-03-16
Primary Care,519173,2021-03-14,2021-03-16
Tribal Health Sites,32794,2021-03-14,2021-03-16
Specialty,88758,2021-03-14,2021-03-16
Hospital,261782,2021-03-13,2021-03-15
Public Health,285392,2021-03-13,2021-03-15
Tribal Health Sites,32792,2021-03-13,2021-03-15
Pharmacy,399470,2021-03-13,2021-03-15
Other,76215,2021-03-13,2021-03-15
Primary Care,518090,2021-03-13,2021-03-15
Specialty,88759,2021-03-13,2021-03-15
Community Vaccinator,285385,2021-03-13,2021-03-15
Public Health,282160,2021-03-12,2021-03-14
Community Vaccinator,277618,2021-03-12,2021-03-14
Primary Care,510836,2021-03-12,2021-03-14
Tribal Health Sites,32471,2021-03-12,2021-03-14
Pharmacy,387633,2021-03-12,2021-03-14
Other,75341,2021-03-12,2021-03-14
Hospital,260216,2021-03-12,2021-03-14
Specialty,88438,2021-03-12,2021-03-14
Public Health,270274,2021-03-11,2021-03-13
Pharmacy,374520,2021-03-11,2021-03-13
Other,75047,2021-03-11,2021-03-13
Hospital,256767,2021-03-11,2021-03-13
Community Vaccinator,267023,2021-03-11,2021-03-13
Primary Care,495119,2021-03-11,2021-03-13
Tribal Health Sites,31655,2021-03-11,2021-03-13
Specialty,85918,2021-03-11,2021-03-13
Primary Care,474968,2021-03-10,2021-03-12
Public Health,255498,2021-03-10,2021-03-12
Community Vaccinator,262036,2021-03-10,2021-03-12
Specialty,82559,2021-03-10,2021-03-12
Pharmacy,361206,2021-03-10,2021-03-12
Hospital,253189,2021-03-10,2021-03-12
Tribal Health Sites,31292,2021-03-10,2021-03-12
Other,74769,2021-03-10,2021-03-12
Tribal Health Sites,30596,2021-03-09,2021-03-11
Public Health,243795,2021-03-09,2021-03-11
Hospital,250697,2021-03-09,2021-03-11
Pharmacy,351122,2021-03-09,2021-03-11
Other,74448,2021-03-09,2021-03-11
Primary Care,457627,2021-03-09,2021-03-11
Specialty,79298,2021-03-09,2021-03-11
Community Vaccinator,259837,2021-03-09,2021-03-11
Tribal Health Sites,30245,2021-03-08,2021-03-10
Hospital,248300,2021-03-08,2021-03-10
Public Health,239407,2021-03-08,2021-03-10
Pharmacy,330408,2021-03-08,2021-03-10
Other,73927,2021-03-08,2021-03-10
Primary Care,445819,2021-03-08,2021-03-10
Specialty,77435,2021-03-08,2021-03-10
Community Vaccinator,253252,2021-03-08,2021-03-10
Tribal Health Sites,29724,2021-03-07,2021-03-09
Primary Care,435987,2021-03-07,2021-03-09
Public Health,237981,2021-03-07,2021-03-09
Other,73601,2021-03-07,2021-03-09
Hospital,247025,2021-03-07,2021-03-09
Community Vaccinator,247519,2021-03-07,2021-03-09
Pharmacy,327180,2021-03-07,2021-03-09
Specialty,76659,2021-03-07,2021-03-09
Tribal Health Sites,29706,2021-03-06,2021-03-08
Hospital,247094,2021-03-06,2021-03-08
Public Health,237510,2021-03-06,2021-03-08
Pharmacy,319772,2021-03-06,2021-03-08
Other,73246,2021-03-06,2021-03-08
Primary Care,433566,2021-03-06,2021-03-08
Community Vaccinator,237535,2021-03-06,2021-03-08
Specialty,76627,2021-03-06,2021-03-08
Tribal Health Sites,28429,2021-03-05,2021-03-07
Hospital,245812,2021-03-05,2021-03-07
Public Health,234655,2021-03-05,2021-03-07
Other,72278,2021-03-05,2021-03-07
Pharmacy,307772,2021-03-05,2021-03-07
Primary Care,426314,2021-03-05,2021-03-07
Community Vaccinator,221771,2021-03-05,2021-03-07
Specialty,75691,2021-03-05,2021-03-07
Community Vaccinator,215288,2021-03-04,2021-03-06
Primary Care,409813,2021-03-04,2021-03-06
Other,71670,2021-03-04,2021-03-06
Specialty,74086,2021-03-04,2021-03-06
Pharmacy,299290,2021-03-04,2021-03-06
Public Health,221714,2021-03-04,2021-03-06
Tribal Health Sites,27738,2021-03-04,2021-03-06
Hospital,241730,2021-03-04,2021-03-06
Hospital,237259,2021-03-03,2021-03-05
Tribal Health Sites,26957,2021-03-03,2021-03-05
Public Health,208498,2021-03-03,2021-03-05
Pharmacy,284941,2021-03-03,2021-03-05
Other,70822,2021-03-03,2021-03-05
Primary Care,387463,2021-03-03,2021-03-05
Specialty,71229,2021-03-03,2021-03-05
Community Vaccinator,211200,2021-03-03,2021-03-05
Hospital,233394,2021-03-02,2021-03-04
Pharmacy,280000,2021-03-02,2021-03-04
Tribal Health Sites,26391,2021-03-02,2021-03-04
Public Health,196790,2021-03-02,2021-03-04
Other,70571,2021-03-02,2021-03-04
Primary Care,369228,2021-03-02,2021-03-04
Community Vaccinator,205923,2021-03-02,2021-03-04
Specialty,68063,2021-03-02,2021-03-04
Hospital,230711,2021-03-01,2021-03-03
Pharmacy,272923,2021-03-01,2021-03-03
Tribal Health Sites,25624,2021-03-01,2021-03-03
Public Health,190087,2021-03-01,2021-03-03
Other,70302,2021-03-01,2021-03-03
Primary Care,357991,2021-03-01,2021-03-03
Community Vaccinator,202178,2021-03-01,2021-03-03
Specialty,65556,2021-03-01,2021-03-03
Other,70078,2021-02-28,2021-03-02
Pharmacy,270670,2021-02-28,2021-03-02
Public Health,186403,2021-02-28,2021-03-02
Hospital,228813,2021-02-28,2021-03-02
Primary Care,349377,2021-02-28,2021-03-02
Community Vaccinator,188355,2021-02-28,2021-03-02
Specialty,64652,2021-02-28,2021-03-02
Tribal Health Sites,25261,2021-02-28,2021-03-02
Public Health,186129,2021-02-27,2021-03-01
Community Vaccinator,182183,2021-02-27,2021-03-01
Hospital,228817,2021-02-27,2021-03-01
Specialty,64651,2021-02-27,2021-03-01
Primary Care,348043,2021-02-27,2021-03-01
Tribal Health Sites,25261,2021-02-27,2021-03-01
Pharmacy,266619,2021-02-27,2021-03-01
Other,70069,2021-02-27,2021-03-01
Pharmacy,256482,2021-02-26,2021-02-28
Hospital,227784,2021-02-26,2021-02-28
Tribal Health Sites,24786,2021-02-26,2021-02-28
Specialty,63797,2021-02-26,2021-02-28
Public Health,181968,2021-02-26,2021-02-28
Other,69945,2021-02-26,2021-02-28
Primary Care,343298,2021-02-26,2021-02-28
Community Vaccinator,170781,2021-02-26,2021-02-28
Hospital,223641,2021-02-25,2021-02-27
Pharmacy,246328,2021-02-25,2021-02-27
Tribal Health Sites,23264,2021-02-25,2021-02-27
Public Health,164435,2021-02-25,2021-02-27
Other,68925,2021-02-25,2021-02-27
Primary Care,326417,2021-02-25,2021-02-27
Community Vaccinator,156419,2021-02-25,2021-02-27
Specialty,60143,2021-02-25,2021-02-27
Hospital,218526,2021-02-24,2021-02-26
Pharmacy,234368,2021-02-24,2021-02-26
Tribal Health Sites,22270,2021-02-24,2021-02-26
Public Health,154472,2021-02-24,2021-02-26
Other,68576,2021-02-24,2021-02-26
Primary Care,307050,2021-02-24,2021-02-26
Community Vaccinator,150975,2021-02-24,2021-02-26
Specialty,56579,2021-02-24,2021-02-26
Tribal Health Sites,21335,2021-02-23,2021-02-25
Hospital,214221,2021-02-23,2021-02-25
Public Health,147568,2021-02-23,2021-02-25
Pharmacy,226759,2021-02-23,2021-02-25
Other,68017,2021-02-23,2021-02-25
Primary Care,293306,2021-02-23,2021-02-25
Specialty,52181,2021-02-23,2021-02-25
Community Vaccinator,147871,2021-02-23,2021-02-25
Pharmacy,221449,2021-02-22,2021-02-24
Hospital,210469,2021-02-22,2021-02-24
Tribal Health Sites,20983,2021-02-22,2021-02-24
Public Health,144385,2021-02-22,2021-02-24
Other,67485,2021-02-22,2021-02-24
Primary Care,282927,2021-02-22,2021-02-24
Community Vaccinator,145229,2021-02-22,2021-02-24
Specialty,49814,2021-02-22,2021-02-24
Hospital,208448,2021-02-21,2021-02-23
Pharmacy,219841,2021-02-21,2021-02-23
Tribal Health Sites,19419,2021-02-21,2021-02-23
Public Health,142350,2021-02-21,2021-02-23
Other,67212,2021-02-21,2021-02-23
Primary Care,276625,2021-02-21,2021-02-23
Community Vaccinator,144000,2021-02-21,2021-02-23
Specialty,48021,2021-02-21,2021-02-23
Hospital,208452,2021-02-20,2021-02-22
Pharmacy,217275,2021-02-20,2021-02-22
Tribal Health Sites,19419,2021-02-20,2021-02-22
Public Health,142256,2021-02-20,2021-02-22
Other,67035,2021-02-20,2021-02-22
Primary Care,274966,2021-02-20,2021-02-22
Community Vaccinator,141128,2021-02-20,2021-02-22
Specialty,48001,2021-02-20,2021-02-22
Hospital,207597,2021-02-19,2021-02-21
Pharmacy,211995,2021-02-19,2021-02-21
Tribal Health Sites,19139,2021-02-19,2021-02-21
Public Health,141844,2021-02-19,2021-02-21
Other,66989,2021-02-19,2021-02-21
Primary Care,271158,2021-02-19,2021-02-21
Community Vaccinator,132346,2021-02-19,2021-02-21
Specialty,46611,2021-02-19,2021-02-21
Hospital,204117,2021-02-18,2021-02-20
Pharmacy,206185,2021-02-18,2021-02-20
Tribal Health Sites,17651,2021-02-18,2021-02-20
Public Health,137483,2021-02-18,2021-02-20
Other,65533,2021-02-18,2021-02-20
Primary Care,257512,2021-02-18,2021-02-20
Community Vaccinator,126694,2021-02-18,2021-02-20
Specialty,44442,2021-02-18,2021-02-20
Hospital,201229,2021-02-17,2021-02-19
Tribal Health Sites,16921,2021-02-17,2021-02-19
Other,65061,2021-02-17,2021-02-19
Public Health,131365,2021-02-17,2021-02-19
Pharmacy,195606,2021-02-17,2021-02-19
Primary Care,241855,2021-02-17,2021-02-19
Community Vaccinator,122224,2021-02-17,2021-02-19
Specialty,41949,2021-02-17,2021-02-19
Pharmacy,184572,2021-02-16,2021-02-18
Hospital,198290,2021-02-16,2021-02-18
Tribal Health Sites,16443,2021-02-16,2021-02-18
Public Health,125885,2021-02-16,2021-02-18
Other,64548,2021-02-16,2021-02-18
Primary Care,227362,2021-02-16,2021-02-18
Community Vaccinator,119339,2021-02-16,2021-02-18
Specialty,39187,2021-02-16,2021-02-18
Hospital,195450,2021-02-15,2021-02-17
Tribal Health Sites,16184,2021-02-15,2021-02-17
Public Health,120833,2021-02-15,2021-02-17
Pharmacy,178011,2021-02-15,2021-02-17
Other,61857,2021-02-15,2021-02-17
Primary Care,217316,2021-02-15,2021-02-17
Community Vaccinator,116912,2021-02-15,2021-02-17
Specialty,36688,2021-02-15,2021-02-17
Hospital,194224,2021-02-14,2021-02-16
Tribal Health Sites,16082,2021-02-14,2021-02-16
Public Health,120581,2021-02-14,2021-02-16
Pharmacy,174587,2021-02-14,2021-02-16
Other,61623,2021-02-14,2021-02-16
Primary Care,212073,2021-02-14,2021-02-16
Community Vaccinator,112643,2021-02-14,2021-02-16
Specialty,35571,2021-02-14,2021-02-16
Public Health,120551,2021-02-13,2021-02-15
Hospital,194154,2021-02-13,2021-02-15
Other,61162,2021-02-13,2021-02-15
Tribal Health Sites,16076,2021-02-13,2021-02-15
Pharmacy,169340,2021-02-13,2021-02-15
Primary Care,211267,2021-02-13,2021-02-15
Community Vaccinator,106939,2021-02-13,2021-02-15
Specialty,35495,2021-02-13,2021-02-15
Hospital,192943,2021-02-12,2021-02-14
Tribal Health Sites,15523,2021-02-12,2021-02-14
Public Health,119667,2021-02-12,2021-02-14
Pharmacy,155422,2021-02-12,2021-02-14
Other,60663,2021-02-12,2021-02-14
Primary Care,209029,2021-02-12,2021-02-14
Community Vaccinator,101576,2021-02-12,2021-02-14
Specialty,35008,2021-02-12,2021-02-14
Hospital,189685,2021-02-11,2021-02-13
Tribal Health Sites,14641,2021-02-11,2021-02-13
Public Health,114551,2021-02-11,2021-02-13
Pharmacy,148168,2021-02-11,2021-02-13
Other,59626,2021-02-11,2021-02-13
Primary Care,200333,2021-02-11,2021-02-13
Community Vaccinator,90941,2021-02-11,2021-02-13
Specialty,34057,2021-02-11,2021-02-13
Public Health,104022,2021-02-10,2021-02-12
Hospital,185821,2021-02-10,2021-02-12
Tribal Health Sites,14206,2021-02-10,2021-02-12
Other,58742,2021-02-10,2021-02-12
Pharmacy,140735,2021-02-10,2021-02-12
Primary Care,187412,2021-02-10,2021-02-12
Community Vaccinator,86192,2021-02-10,2021-02-12
Specialty,31697,2021-02-10,2021-02-12
Hospital,182173,2021-02-09,2021-02-11
Pharmacy,134128,2021-02-09,2021-02-11
Tribal Health Sites,13842,2021-02-09,2021-02-11
Public Health,97688,2021-02-09,2021-02-11
Other,58455,2021-02-09,2021-02-11
Primary Care,177312,2021-02-09,2021-02-11
Community Vaccinator,84193,2021-02-09,2021-02-11
Specialty,29668,2021-02-09,2021-02-11
Hospital,179828,2021-02-08,2021-02-10
Tribal Health Sites,13474,2021-02-08,2021-02-10
Public Health,92806,2021-02-08,2021-02-10
Pharmacy,131046,2021-02-08,2021-02-10
Other,57634,2021-02-08,2021-02-10
Primary Care,169969,2021-02-08,2021-02-10
Community Vaccinator,80182,2021-02-08,2021-02-10
Specialty,28080,2021-02-08,2021-02-10
Hospital,177760,2021-02-07,2021-02-09
Pharmacy,126429,2021-02-07,2021-02-09
Tribal Health Sites,13111,2021-02-07,2021-02-09
Public Health,89354,2021-02-07,2021-02-09
Other,56849,2021-02-07,2021-02-09
Primary Care,165644,2021-02-07,2021-02-09
Community Vaccinator,75852,2021-02-07,2021-02-09
Specialty,27217,2021-02-07,2021-02-09
Hospital,177654,2021-02-06,2021-02-08
Pharmacy,123175,2021-02-06,2021-02-08
Tribal Health Sites,13108,2021-02-06,2021-02-08
Public Health,88849,2021-02-06,2021-02-08
Other,56825,2021-02-06,2021-02-08
Primary Care,165159,2021-02-06,2021-02-08
Community Vaccinator,75485,2021-02-06,2021-02-08
Specialty,27220,2021-02-06,2021-02-08
Hospital,176681,2021-02-05,2021-02-07
Tribal Health Sites,12739,2021-02-05,2021-02-07
Public Health,86533,2021-02-05,2021-02-07
Other,56446,2021-02-05,2021-02-07
Pharmacy,116768,2021-02-05,2021-02-07
Primary Care,163290,2021-02-05,2021-02-07
Community Vaccinator,72162,2021-02-05,2021-02-07
Specialty,27059,2021-02-05,2021-02-07
Pharmacy,111712,2021-02-04,2021-02-06
Hospital,173896,2021-02-04,2021-02-06
Tribal Health Sites,10861,2021-02-04,2021-02-06
Public Health,77295,2021-02-04,2021-02-06
Other,52848,2021-02-04,2021-02-06
Primary Care,153675,2021-02-04,2021-02-06
Community Vaccinator,67690,2021-02-04,2021-02-06
Specialty,25609,2021-02-04,2021-02-06
Hospital,170507,2021-02-03,2021-02-05
Tribal Health Sites,10420,2021-02-03,2021-02-05
Public Health,68602,2021-02-03,2021-02-05
Pharmacy,104648,2021-02-03,2021-02-05
Other,52276,2021-02-03,2021-02-05
Primary Care,140241,2021-02-03,2021-02-05
Community Vaccinator,66427,2021-02-03,2021-02-05
Specialty,23894,2021-02-03,2021-02-05
Hospital,166299,2021-02-02,2021-02-04
Tribal Health Sites,9827,2021-02-02,2021-02-04
Public Health,60166,2021-02-02,2021-02-04
Pharmacy,101123,2021-02-02,2021-02-04
Other,51142,2021-02-02,2021-02-04
Primary Care,130203,2021-02-02,2021-02-04
Community Vaccinator,64000,2021-02-02,2021-02-04
Specialty,22104,2021-02-02,2021-02-04
Hospital,163846,2021-02-01,2021-02-03
Tribal Health Sites,9300,2021-02-01,2021-02-03
Public Health,57039,2021-02-01,2021-02-03
Pharmacy,98861,2021-02-01,2021-02-03
Other,48454,2021-02-01,2021-02-03
Specialty,20658,2021-02-01,2021-02-03
Primary Care,122627,2021-02-01,2021-02-03
Community Vaccinator,61610,2021-02-01,2021-02-03
Pharmacy,94613,2021-01-31,2021-02-02
Hospital,162063,2021-01-31,2021-02-02
Tribal Health Sites,9002,2021-01-31,2021-02-02
Public Health,55635,2021-01-31,2021-02-02
Other,47548,2021-01-31,2021-02-02
Primary Care,116781,2021-01-31,2021-02-02
Community Vaccinator,60167,2021-01-31,2021-02-02
Specialty,19794,2021-01-31,2021-02-02
Pharmacy,93229,2021-01-30,2021-02-01
Hospital,161523,2021-01-30,2021-02-01
Tribal Health Sites,9000,2021-01-30,2021-02-01
Public Health,55637,2021-01-30,2021-02-01
Other,47452,2021-01-30,2021-02-01
Primary Care,115745,2021-01-30,2021-02-01
Community Vaccinator,57006,2021-01-30,2021-02-01
Specialty,19791,2021-01-30,2021-02-01
Hospital,160133,2021-01-29,2021-01-31
Tribal Health Sites,8301,2021-01-29,2021-01-31
Public Health,54439,2021-01-29,2021-01-31
Pharmacy,88566,2021-01-29,2021-01-31
Other,43608,2021-01-29,2021-01-31
Primary Care,111654,2021-01-29,2021-01-31
Community Vaccinator,46388,2021-01-29,2021-01-31
Specialty,17959,2021-01-29,2021-01-31
Pharmacy,84153,2021-01-28,2021-01-30
Hospital,156784,2021-01-28,2021-01-30
Tribal Health Sites,7920,2021-01-28,2021-01-30
Public Health,49318,2021-01-28,2021-01-30
Other,42112,2021-01-28,2021-01-30
Primary Care,99066,2021-01-28,2021-01-30
Community Vaccinator,32736,2021-01-28,2021-01-30
Specialty,16271,2021-01-28,2021-01-30
Pharmacy,78232,2021-01-27,2021-01-29
Hospital,152419,2021-01-27,2021-01-29
Tribal Health Sites,7247,2021-01-27,2021-01-29
Public Health,43618,2021-01-27,2021-01-29
Other,40327,2021-01-27,2021-01-29
Primary Care,82418,2021-01-27,2021-01-29
Community Vaccinator,26107,2021-01-27,2021-01-29
Specialty,13796,2021-01-27,2021-01-29
Hospital,148024,2021-01-26,2021-01-28
Tribal Health Sites,6653,2021-01-26,2021-01-28
Public Health,37910,2021-01-26,2021-01-28
Pharmacy,70788,2021-01-26,2021-01-28
Other,38666,2021-01-26,2021-01-28
Primary Care,69706,2021-01-26,2021-01-28
Community Vaccinator,24123,2021-01-26,2021-01-28
Specialty,11193,2021-01-26,2021-01-28
Public Health,35394,2021-01-25,2021-01-27
Hospital,142795,2021-01-25,2021-01-27
Pharmacy,67785,2021-01-25,2021-01-27
Tribal Health Sites,6399,2021-01-25,2021-01-27
Other,32067,2021-01-25,2021-01-27
Primary Care,60116,2021-01-25,2021-01-27
Community Vaccinator,22548,2021-01-25,2021-01-27
Specialty,8830,2021-01-25,2021-01-27
Hospital,139885,2021-01-24,2021-01-26
Pharmacy,64893,2021-01-24,2021-01-26
Tribal Health Sites,5982,2021-01-24,2021-01-26
Public Health,33794,2021-01-24,2021-01-26
Other,29798,2021-01-24,2021-01-26
Primary Care,53902,2021-01-24,2021-01-26
Community Vaccinator,17356,2021-01-24,2021-01-26
Specialty,7503,2021-01-24,2021-01-26
Hospital,139205,2021-01-22,2021-01-25
Tribal Health Sites,5915,2021-01-22,2021-01-25
Public Health,33478,2021-01-22,2021-01-25
Pharmacy,60538,2021-01-22,2021-01-25
Other,29238,2021-01-22,2021-01-25
Primary Care,53169,2021-01-22,2021-01-25
Community Vaccinator,6724,2021-01-22,2021-01-25
Specialty,7210,2021-01-22,2021-01-25
Hospital,136521,2021-01-21,2021-01-24
Tribal Health Sites,5716,2021-01-21,2021-01-24
Public Health,29924,2021-01-21,2021-01-24
Pharmacy,55931,2021-01-21,2021-01-24
Other,25662,2021-01-21,2021-01-24
Primary Care,49042,2021-01-21,2021-01-24
Community Vaccinator,3210,2021-01-21,2021-01-24
Specialty,5594,2021-01-21,2021-01-24
Hospital,133499,2021-01-20,2021-01-23
Pharmacy,52201,2021-01-20,2021-01-23
Tribal Health Sites,5358,2021-01-20,2021-01-23
Public Health,24969,2021-01-20,2021-01-23
Other,25001,2021-01-20,2021-01-23
Primary Care,41634,2021-01-20,2021-01-23
Community Vaccinator,2936,2021-01-20,2021-01-23
Specialty,4248,2021-01-20,2021-01-23
Hospital,130561,2021-01-19,2021-01-22
Tribal Health Sites,5090,2021-01-19,2021-01-22
Public Health,21574,2021-01-19,2021-01-22
Pharmacy,47345,2021-01-19,2021-01-22
Other,18784,2021-01-19,2021-01-22
Primary Care,36296,2021-01-19,2021-01-22
Community Vaccinator,1797,2021-01-19,2021-01-22
Specialty,2828,2021-01-19,2021-01-22
Hospital,128936,2021-01-18,2021-01-21
Tribal Health Sites,4955,2021-01-18,2021-01-21
Public Health,20212,2021-01-18,2021-01-21
Pharmacy,42826,2021-01-18,2021-01-21
Other,15977,2021-01-18,2021-01-21
Primary Care,29890,2021-01-18,2021-01-21
Community Vaccinator,1480,2021-01-18,2021-01-21
Specialty,2088,2021-01-18,2021-01-21
Hospital,127899,2021-01-17,2021-01-20
Tribal Health Sites,4918,2021-01-17,2021-01-20
Public Health,19979,2021-01-17,2021-01-20
Pharmacy,42600,2021-01-17,2021-01-20
Other,15086,2021-01-17,2021-01-20
Primary Care,26077,2021-01-17,2021-01-20
Community Vaccinator,1452,2021-01-17,2021-01-20
Specialty,1899,2021-01-17,2021-01-20
Hospital,127579,2021-01-16,2021-01-19
Tribal Health Sites,4918,2021-01-16,2021-01-19
Public Health,19979,2021-01-16,2021-01-19
Pharmacy,42093,2021-01-16,2021-01-19
Other,14953,2021-01-16,2021-01-19
Primary Care,26080,2021-01-16,2021-01-19
Community Vaccinator,1452,2021-01-16,2021-01-19
Specialty,1881,2021-01-16,2021-01-19
Tribal Health Sites,4857,2021-01-15,2021-01-18
Public Health,19808,2021-01-15,2021-01-18
Hospital,127236,2021-01-15,2021-01-18
Pharmacy,37381,2021-01-15,2021-01-18
Other,14797,2021-01-15,2021-01-18
Primary Care,25683,2021-01-15,2021-01-18
Community Vaccinator,1403,2021-01-15,2021-01-18
Specialty,1787,2021-01-15,2021-01-18
Hospital,126265,2021-01-14,2021-01-17
Tribal Health Sites,4600,2021-01-14,2021-01-17
Public Health,18003,2021-01-14,2021-01-17
Pharmacy,33253,2021-01-14,2021-01-17
Other,13547,2021-01-14,2021-01-17
Primary Care,22888,2021-01-14,2021-01-17
Community Vaccinator,1164,2021-01-14,2021-01-17
Specialty,1463,2021-01-14,2021-01-17
Hospital,125182,2021-01-13,2021-01-16
Tribal Health Sites,4141,2021-01-13,2021-01-16
Public Health,15948,2021-01-13,2021-01-16
Pharmacy,30208,2021-01-13,2021-01-16
Other,11283,2021-01-13,2021-01-16
Primary Care,17703,2021-01-13,2021-01-16
Community Vaccinator,1050,2021-01-13,2021-01-16
Specialty,1044,2021-01-13,2021-01-16
Hospital,123430,2021-01-12,2021-01-15
Tribal Health Sites,3923,2021-01-12,2021-01-15
Public Health,13552,2021-01-12,2021-01-15
Pharmacy,25990,2021-01-12,2021-01-15
Other,7989,2021-01-12,2021-01-15
Community Vaccinator,585,2021-01-12,2021-01-15
Primary Care,11030,2021-01-12,2021-01-15
Specialty,575,2021-01-12,2021-01-15
Hospital,120812,NA,2021-01-14
Public Health,12052,NA,2021-01-14
Pharmacy,24367,NA,2021-01-14
Tribal Health Sites,3836,NA,2021-01-14
Other,4287,NA,2021-01-14
Primary Care,3992,NA,2021-01-14
Specialty,51,NA,2021-01-14
Community Vaccinator,19,NA,2021-01-14
Tribal Health Sites,3676,NA,2021-01-13
Hospital,117623,NA,2021-01-13
Public Health,10925,NA,2021-01-13
Pharmacy,22848,NA,2021-01-13
Other,728,NA,2021-01-13
Hospital,117237,NA,2021-01-12
Pharmacy,20880,NA,2021-01-12
Public Health,10927,NA,2021-01-12
Tribal Health Sites,3672,NA,2021-01-12
Other,133,NA,2021-01-12
Pharmacy,17708,NA,2021-01-11
Primary care,0,NA,2021-01-11
Hospital,115840,NA,2021-01-11
Local public health,10750,NA,2021-01-11
Tribal health sites,3214,NA,2021-01-11
Specialty,0,NA,2021-01-11
Community vaccinator,0,NA,2021-01-11
Correctional facilities,133,NA,2021-01-11
Other,0,NA,2021-01-11
Pharmacy,14541,NA,2021-01-10
Primary care,0,NA,2021-01-10
