age_group,year,week,case_definition,white,black_african_american,american_indian,asian_pacific_islander,multiracial,hispanic,web_date
65+,2021,24,Completed vaccine series,0.919,0.941,0.757,1,0.86,0.784,2022-06-06
45-64,2021,24,Completed vaccine series,0.607,0.6509999999999999,0.519,0.826,0.5529999999999999,0.657,2022-06-06
19-44,2021,24,Completed vaccine series,0.512,0.36,0.344,0.637,0.315,0.45299999999999996,2022-06-06
18-Dec,2021,24,Completed vaccine series,0.302,0.179,0.196,0.43700000000000006,0.142,0.235,2022-06-06
12+,2021,24,Completed vaccine series,0.609,0.44,0.41700000000000004,0.682,0.326,0.47100000000000003,2022-06-06
65+,2021,23,At least one vaccine dose,0.9359999999999999,0.9890000000000001,0.78,1,0.882,0.8190000000000001,2022-06-06
11-May,2021,23,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,23,At least one vaccine dose,0.579,0.418,0.39299999999999996,0.643,0.268,0.439,2022-06-06
45-64,2021,23,At least one vaccine dose,0.624,0.7070000000000001,0.556,0.861,0.5760000000000001,0.7040000000000001,2022-06-06
19-44,2021,23,At least one vaccine dose,0.535,0.41600000000000004,0.386,0.6829999999999999,0.337,0.507,2022-06-06
18-Dec,2021,23,At least one vaccine dose,0.34600000000000003,0.239,0.258,0.527,0.17,0.301,2022-06-06
12+,2021,23,At least one vaccine dose,0.631,0.496,0.45799999999999996,0.73,0.35,0.526,2022-06-06
65+,2021,23,Completed vaccine series,0.9159999999999999,0.9279999999999999,0.752,1,0.856,0.775,2022-06-06
11-May,2021,23,Completed vaccine series,0,0,0,0,0,0,2022-06-06
5+,2021,23,Completed vaccine series,0.55,0.35200000000000004,0.345,0.581,0.24100000000000002,0.373,2022-06-06
45-64,2021,23,Completed vaccine series,0.6,0.631,0.512,0.812,0.544,0.637,2022-06-06
19-44,2021,23,Completed vaccine series,0.503,0.33899999999999997,0.33299999999999996,0.619,0.306,0.43200000000000005,2022-06-06
18-Dec,2021,23,Completed vaccine series,0.266,0.14400000000000002,0.155,0.37200000000000005,0.12300000000000001,0.19399999999999998,2022-06-06
12+,2021,23,Completed vaccine series,0.6,0.418,0.40299999999999997,0.66,0.314,0.447,2022-06-06
65+,2021,22,At least one vaccine dose,0.934,0.98,0.777,1,0.878,0.8109999999999999,2022-06-06
11-May,2021,22,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,22,At least one vaccine dose,0.575,0.40700000000000003,0.386,0.633,0.264,0.42700000000000005,2022-06-06
45-64,2021,22,At least one vaccine dose,0.62,0.6940000000000001,0.55,0.855,0.57,0.6920000000000001,2022-06-06
19-44,2021,22,At least one vaccine dose,0.531,0.402,0.37799999999999995,0.6729999999999999,0.332,0.494,2022-06-06
18-Dec,2021,22,At least one vaccine dose,0.33299999999999996,0.22,0.23800000000000002,0.496,0.162,0.28,2022-06-06
12+,2021,22,At least one vaccine dose,0.626,0.48200000000000004,0.45,0.7190000000000001,0.344,0.511,2022-06-06
65+,2021,22,Completed vaccine series,0.912,0.9109999999999999,0.7490000000000001,0.995,0.852,0.763,2022-06-06
11-May,2021,22,Completed vaccine series,0,0,0,0,0,0,2022-06-06
5+,2021,22,Completed vaccine series,0.535,0.32899999999999996,0.33,0.552,0.22399999999999998,0.34600000000000003,2022-06-06
45-64,2021,22,Completed vaccine series,0.5920000000000001,0.606,0.504,0.795,0.5329999999999999,0.614,2022-06-06
19-44,2021,22,Completed vaccine series,0.491,0.316,0.321,0.598,0.295,0.406,2022-06-06
18-Dec,2021,22,Completed vaccine series,0.175,0.08900000000000001,0.08900000000000001,0.243,0.07400000000000001,0.124,2022-06-06
12+,2021,22,Completed vaccine series,0.583,0.39,0.385,0.627,0.292,0.415,2022-06-06
65+,2021,21,At least one vaccine dose,0.932,0.97,0.774,1,0.875,0.8029999999999999,2022-06-06
11-May,2021,21,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,21,At least one vaccine dose,0.57,0.39399999999999996,0.379,0.622,0.258,0.414,2022-06-06
45-64,2021,21,At least one vaccine dose,0.617,0.6809999999999999,0.545,0.847,0.563,0.679,2022-06-06
19-44,2021,21,At least one vaccine dose,0.526,0.389,0.37200000000000005,0.6629999999999999,0.327,0.479,2022-06-06
18-Dec,2021,21,At least one vaccine dose,0.317,0.19699999999999998,0.22,0.46299999999999997,0.15,0.256,2022-06-06
12+,2021,21,At least one vaccine dose,0.622,0.46799999999999997,0.442,0.706,0.337,0.496,2022-06-06
65+,2021,21,Completed vaccine series,0.9079999999999999,0.898,0.7440000000000001,0.985,0.846,0.75,2022-06-06
45-64,2021,21,Completed vaccine series,0.5820000000000001,0.584,0.495,0.7759999999999999,0.521,0.5920000000000001,2022-06-06
19-44,2021,21,Completed vaccine series,0.48,0.298,0.314,0.5770000000000001,0.285,0.384,2022-06-06
18-Dec,2021,21,Completed vaccine series,0.127,0.068,0.07200000000000001,0.183,0.05,0.096,2022-06-06
12+,2021,21,Completed vaccine series,0.57,0.37,0.376,0.602,0.27899999999999997,0.392,2022-06-06
65+,2021,20,At least one vaccine dose,0.93,0.956,0.7709999999999999,1,0.872,0.7929999999999999,2022-06-06
11-May,2021,20,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,20,At least one vaccine dose,0.562,0.375,0.36700000000000005,0.603,0.25,0.39399999999999996,2022-06-06
45-64,2021,20,At least one vaccine dose,0.611,0.6609999999999999,0.537,0.833,0.555,0.6609999999999999,2022-06-06
19-44,2021,20,At least one vaccine dose,0.517,0.368,0.36,0.645,0.32,0.45899999999999996,2022-06-06
18-Dec,2021,20,At least one vaccine dose,0.285,0.16399999999999998,0.175,0.406,0.132,0.217,2022-06-06
12+,2021,20,At least one vaccine dose,0.613,0.445,0.428,0.685,0.326,0.473,2022-06-06
65+,2021,20,Completed vaccine series,0.902,0.879,0.738,0.972,0.8370000000000001,0.7340000000000001,2022-06-06
11-May,2021,20,Completed vaccine series,0,0,0,0,0,0,2022-06-06
5+,2021,20,Completed vaccine series,0.51,0.292,0.313,0.501,0.203,0.302,2022-06-06
45-64,2021,20,Completed vaccine series,0.5660000000000001,0.5529999999999999,0.484,0.741,0.501,0.555,2022-06-06
19-44,2021,20,Completed vaccine series,0.46,0.272,0.301,0.539,0.26899999999999996,0.35,2022-06-06
18-Dec,2021,20,Completed vaccine series,0.11599999999999999,0.055999999999999994,0.066,0.166,0.045,0.081,2022-06-06
12+,2021,20,Completed vaccine series,0.556,0.34600000000000003,0.366,0.569,0.265,0.36200000000000004,2022-06-06
65+,2021,19,At least one vaccine dose,0.925,0.938,0.7659999999999999,1,0.866,0.7809999999999999,2022-06-06
11-May,2021,19,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,19,At least one vaccine dose,0.545,0.348,0.349,0.57,0.23199999999999998,0.363,2022-06-06
45-64,2021,19,At least one vaccine dose,0.6,0.634,0.529,0.815,0.541,0.636,2022-06-06
19-44,2021,19,At least one vaccine dose,0.503,0.34,0.34600000000000003,0.621,0.307,0.43,2022-06-06
18-Dec,2021,19,At least one vaccine dose,0.188,0.098,0.099,0.263,0.08,0.13699999999999998,2022-06-06
12+,2021,19,At least one vaccine dose,0.594,0.41200000000000003,0.40700000000000003,0.648,0.302,0.436,2022-06-06
65+,2021,19,Completed vaccine series,0.893,0.852,0.7290000000000001,0.9490000000000001,0.82,0.7140000000000001,2022-06-06
45-64,2021,19,Completed vaccine series,0.537,0.507,0.46799999999999997,0.6759999999999999,0.46399999999999997,0.505,2022-06-06
19-44,2021,19,Completed vaccine series,0.425,0.23600000000000002,0.28300000000000003,0.47,0.24,0.302,2022-06-06
18-Dec,2021,19,Completed vaccine series,0.091,0.037000000000000005,0.055,0.11900000000000001,0.033,0.055999999999999994,2022-06-06
12+,2021,19,Completed vaccine series,0.529,0.311,0.35100000000000003,0.507,0.24100000000000002,0.319,2022-06-06
65+,2021,18,At least one vaccine dose,0.9209999999999999,0.925,0.7609999999999999,1,0.861,0.769,2022-06-06
11-May,2021,18,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,18,At least one vaccine dose,0.532,0.33,0.34,0.5489999999999999,0.22,0.34299999999999997,2022-06-06
45-64,2021,18,At least one vaccine dose,0.59,0.612,0.52,0.7979999999999999,0.529,0.614,2022-06-06
19-44,2021,18,At least one vaccine dose,0.49,0.321,0.335,0.602,0.29600000000000004,0.40700000000000003,2022-06-06
18-Dec,2021,18,At least one vaccine dose,0.133,0.07400000000000001,0.079,0.19399999999999998,0.053,0.10400000000000001,2022-06-06
12+,2021,18,At least one vaccine dose,0.58,0.392,0.396,0.623,0.28600000000000003,0.41200000000000003,2022-06-06
65+,2021,18,Completed vaccine series,0.882,0.826,0.721,0.925,0.804,0.6940000000000001,2022-06-06
45-64,2021,18,Completed vaccine series,0.498,0.46399999999999997,0.451,0.598,0.423,0.449,2022-06-06
19-44,2021,18,Completed vaccine series,0.379,0.205,0.263,0.391,0.20800000000000002,0.255,2022-06-06
18-Dec,2021,18,Completed vaccine series,0.066,0.024,0.043,0.078,0.022000000000000002,0.037000000000000005,2022-06-06
12+,2021,18,Completed vaccine series,0.495,0.28,0.33299999999999996,0.43700000000000006,0.214,0.27699999999999997,2022-06-06
65+,2021,17,At least one vaccine dose,0.915,0.909,0.755,0.991,0.852,0.753,2022-06-06
11-May,2021,17,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,17,At least one vaccine dose,0.521,0.311,0.332,0.525,0.21100000000000002,0.32299999999999995,2022-06-06
45-64,2021,17,At least one vaccine dose,0.5760000000000001,0.583,0.51,0.769,0.513,0.5870000000000001,2022-06-06
19-44,2021,17,At least one vaccine dose,0.474,0.297,0.324,0.5720000000000001,0.282,0.38,2022-06-06
18-Dec,2021,17,At least one vaccine dose,0.122,0.062,0.073,0.17600000000000002,0.047,0.091,2022-06-06
12+,2021,17,At least one vaccine dose,0.5670000000000001,0.369,0.387,0.596,0.275,0.38799999999999996,2022-06-06
65+,2021,17,Completed vaccine series,0.87,0.8009999999999999,0.7140000000000001,0.903,0.7879999999999999,0.675,2022-06-06
11-May,2021,17,Completed vaccine series,0,0,0,0,0,0,2022-06-06
5+,2021,17,Completed vaccine series,0.42,0.214,0.272,0.331,0.145,0.20199999999999999,2022-06-06
45-64,2021,17,Completed vaccine series,0.45,0.42200000000000004,0.433,0.52,0.382,0.39799999999999996,2022-06-06
19-44,2021,17,Completed vaccine series,0.33399999999999996,0.18,0.245,0.32299999999999995,0.177,0.217,2022-06-06
18-Dec,2021,17,Completed vaccine series,0.045,0.015,0.031,0.051,0.013999999999999999,0.025,2022-06-06
12+,2021,17,Completed vaccine series,0.45799999999999996,0.254,0.318,0.376,0.188,0.242,2022-06-06
65+,2021,16,At least one vaccine dose,0.907,0.8859999999999999,0.75,0.972,0.838,0.7340000000000001,2022-06-06
11-May,2021,16,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,16,At least one vaccine dose,0.5,0.282,0.32,0.478,0.19399999999999998,0.289,2022-06-06
45-64,2021,16,At least one vaccine dose,0.552,0.541,0.495,0.715,0.48,0.539,2022-06-06
19-44,2021,16,At least one vaccine dose,0.445,0.26,0.308,0.511,0.256,0.33299999999999996,2022-06-06
18-Dec,2021,16,At least one vaccine dose,0.1,0.042,0.061,0.131,0.036000000000000004,0.065,2022-06-06
12+,2021,16,At least one vaccine dose,0.545,0.335,0.373,0.5429999999999999,0.253,0.34600000000000003,2022-06-06
65+,2021,16,Completed vaccine series,0.856,0.774,0.705,0.877,0.772,0.652,2022-06-06
45-64,2021,16,Completed vaccine series,0.4,0.381,0.413,0.44,0.341,0.345,2022-06-06
19-44,2021,16,Completed vaccine series,0.28600000000000003,0.16,0.225,0.263,0.14800000000000002,0.18100000000000002,2022-06-06
18-Dec,2021,16,Completed vaccine series,0.028999999999999998,0.011000000000000001,0.022000000000000002,0.031,0.008,0.016,2022-06-06
12+,2021,16,Completed vaccine series,0.419,0.231,0.301,0.319,0.165,0.20800000000000002,2022-06-06
65+,2021,15,At least one vaccine dose,0.898,0.86,0.741,0.9470000000000001,0.8220000000000001,0.7140000000000001,2022-06-06
11-May,2021,15,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,15,At least one vaccine dose,0.47200000000000003,0.255,0.306,0.414,0.174,0.252,2022-06-06
45-64,2021,15,At least one vaccine dose,0.519,0.49700000000000005,0.479,0.635,0.44299999999999995,0.485,2022-06-06
19-44,2021,15,At least one vaccine dose,0.40399999999999997,0.22699999999999998,0.29,0.428,0.225,0.284,2022-06-06
18-Dec,2021,15,At least one vaccine dose,0.07200000000000001,0.027000000000000003,0.05,0.087,0.025,0.043,2022-06-06
12+,2021,15,At least one vaccine dose,0.515,0.303,0.35700000000000004,0.47,0.22699999999999998,0.303,2022-06-06
65+,2021,15,Completed vaccine series,0.8370000000000001,0.736,0.696,0.843,0.747,0.624,2022-06-06
45-64,2021,15,Completed vaccine series,0.33799999999999997,0.32899999999999996,0.391,0.35700000000000004,0.293,0.28,2022-06-06
19-44,2021,15,Completed vaccine series,0.24600000000000002,0.14300000000000002,0.21,0.21899999999999997,0.128,0.152,2022-06-06
18-Dec,2021,15,Completed vaccine series,0.018000000000000002,0.008,0.015,0.02,0.005,0.011000000000000001,2022-06-06
12+,2021,15,Completed vaccine series,0.379,0.20600000000000002,0.285,0.272,0.145,0.17600000000000002,2022-06-06
65+,2021,14,At least one vaccine dose,0.887,0.8320000000000001,0.7340000000000001,0.922,0.804,0.6920000000000001,2022-06-06
11-May,2021,14,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,14,At least one vaccine dose,0.43799999999999994,0.22899999999999998,0.29100000000000004,0.353,0.153,0.218,2022-06-06
45-64,2021,14,At least one vaccine dose,0.47100000000000003,0.449,0.461,0.5489999999999999,0.397,0.425,2022-06-06
19-44,2021,14,At least one vaccine dose,0.35700000000000004,0.196,0.268,0.35,0.191,0.239,2022-06-06
18-Dec,2021,14,At least one vaccine dose,0.05,0.018000000000000002,0.035,0.057,0.015,0.027999999999999997,2022-06-06
12+,2021,14,At least one vaccine dose,0.47700000000000004,0.271,0.33899999999999997,0.4,0.19899999999999998,0.261,2022-06-06
65+,2021,14,Completed vaccine series,0.81,0.677,0.6759999999999999,0.7929999999999999,0.711,0.586,2022-06-06
45-64,2021,14,Completed vaccine series,0.27399999999999997,0.268,0.361,0.273,0.23600000000000002,0.195,2022-06-06
19-44,2021,14,Completed vaccine series,0.212,0.124,0.191,0.18100000000000002,0.10800000000000001,0.11599999999999999,2022-06-06
18-Dec,2021,14,Completed vaccine series,0.012,0.005,0.008,0.013000000000000001,0.003,0.006,2022-06-06
12+,2021,14,Completed vaccine series,0.33899999999999997,0.177,0.265,0.226,0.124,0.135,2022-06-06
65+,2021,13,At least one vaccine dose,0.87,0.794,0.723,0.889,0.784,0.6709999999999999,2022-06-06
11-May,2021,13,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,13,At least one vaccine dose,0.39,0.198,0.272,0.282,0.128,0.182,2022-06-06
45-64,2021,13,At least one vaccine dose,0.40700000000000003,0.392,0.433,0.441,0.344,0.363,2022-06-06
19-44,2021,13,At least one vaccine dose,0.28800000000000003,0.16,0.243,0.261,0.149,0.18899999999999997,2022-06-06
18-Dec,2021,13,At least one vaccine dose,0.031,0.012,0.025,0.034,0.009000000000000001,0.018000000000000002,2022-06-06
12+,2021,13,At least one vaccine dose,0.425,0.235,0.317,0.32,0.16699999999999998,0.218,2022-06-06
65+,2021,13,Completed vaccine series,0.754,0.598,0.6509999999999999,0.713,0.655,0.529,2022-06-06
45-64,2021,13,Completed vaccine series,0.204,0.212,0.326,0.18899999999999997,0.183,0.135,2022-06-06
19-44,2021,13,Completed vaccine series,0.165,0.098,0.16899999999999998,0.131,0.08199999999999999,0.086,2022-06-06
18-Dec,2021,13,Completed vaccine series,0.006999999999999999,0.003,0.005,0.006999999999999999,0.002,0.004,2022-06-06
12+,2021,13,Completed vaccine series,0.287,0.14400000000000002,0.242,0.172,0.1,0.10300000000000001,2022-06-06
65+,2021,12,At least one vaccine dose,0.852,0.76,0.7120000000000001,0.8540000000000001,0.758,0.644,2022-06-06
45-64,2021,12,At least one vaccine dose,0.341,0.332,0.408,0.35100000000000003,0.28800000000000003,0.297,2022-06-06
19-44,2021,12,At least one vaccine dose,0.23600000000000002,0.135,0.21899999999999997,0.203,0.12,0.151,2022-06-06
18-Dec,2021,12,At least one vaccine dose,0.019,0.008,0.017,0.02,0.005,0.012,2022-06-06
12+,2021,12,At least one vaccine dose,0.38,0.204,0.29600000000000004,0.262,0.141,0.18,2022-06-06
65+,2021,12,Completed vaccine series,0.6579999999999999,0.503,0.613,0.603,0.561,0.44799999999999995,2022-06-06
45-64,2021,12,Completed vaccine series,0.165,0.174,0.3,0.146,0.146,0.102,2022-06-06
19-44,2021,12,Completed vaccine series,0.14,0.081,0.145,0.10800000000000001,0.067,0.07,2022-06-06
18-Dec,2021,12,Completed vaccine series,0.005,0.002,0.003,0.004,0.001,0.003,2022-06-06
12+,2021,12,Completed vaccine series,0.244,0.11900000000000001,0.21899999999999997,0.14,0.08199999999999999,0.08199999999999999,2022-06-06
65+,2021,11,At least one vaccine dose,0.83,0.713,0.6970000000000001,0.8140000000000001,0.728,0.61,2022-06-06
45-64,2021,11,At least one vaccine dose,0.276,0.271,0.379,0.263,0.235,0.218,2022-06-06
19-44,2021,11,At least one vaccine dose,0.2,0.115,0.19699999999999998,0.163,0.10099999999999999,0.115,2022-06-06
18-Dec,2021,11,At least one vaccine dose,0.012,0.005,0.01,0.013000000000000001,0.003,0.006999999999999999,2022-06-06
12+,2021,11,At least one vaccine dose,0.34,0.175,0.275,0.215,0.121,0.141,2022-06-06
65+,2021,11,Completed vaccine series,0.539,0.42,0.579,0.462,0.45899999999999996,0.369,2022-06-06
45-64,2021,11,Completed vaccine series,0.14400000000000002,0.152,0.27399999999999997,0.125,0.128,0.085,2022-06-06
19-44,2021,11,Completed vaccine series,0.125,0.071,0.126,0.096,0.059000000000000004,0.06,2022-06-06
18-Dec,2021,11,Completed vaccine series,0.004,0.002,0.003,0.003,0.001,0.002,2022-06-06
12+,2021,11,Completed vaccine series,0.207,0.10300000000000001,0.19899999999999998,0.11800000000000001,0.071,0.069,2022-06-06
65+,2021,10,At least one vaccine dose,0.7979999999999999,0.6509999999999999,0.677,0.759,0.6859999999999999,0.57,2022-06-06
11-May,2021,10,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,10,At least one vaccine dose,0.276,0.126,0.21899999999999997,0.156,0.079,0.087,2022-06-06
45-64,2021,10,At least one vaccine dose,0.214,0.218,0.34700000000000003,0.191,0.18600000000000003,0.14,2022-06-06
19-44,2021,10,At least one vaccine dose,0.17,0.099,0.17800000000000002,0.133,0.084,0.08199999999999999,2022-06-06
18-Dec,2021,10,At least one vaccine dose,0.008,0.004,0.006999999999999999,0.009000000000000001,0.002,0.004,2022-06-06
12+,2021,10,At least one vaccine dose,0.301,0.15,0.255,0.177,0.10300000000000001,0.10400000000000001,2022-06-06
65+,2021,10,Completed vaccine series,0.439,0.35,0.545,0.353,0.386,0.301,2022-06-06
11-May,2021,10,Completed vaccine series,0,0,0,0,0,0,2022-06-06
5+,2021,10,Completed vaccine series,0.163,0.076,0.154,0.09,0.048,0.048,2022-06-06
45-64,2021,10,Completed vaccine series,0.13,0.134,0.249,0.111,0.115,0.07,2022-06-06
19-44,2021,10,Completed vaccine series,0.115,0.064,0.10800000000000001,0.087,0.053,0.051,2022-06-06
18-Dec,2021,10,Completed vaccine series,0.004,0.001,0.002,0.003,0.001,0.002,2022-06-06
12+,2021,10,Completed vaccine series,0.17800000000000002,0.09,0.18,0.102,0.062,0.057999999999999996,2022-06-06
65+,2021,9,At least one vaccine dose,0.706,0.531,0.6409999999999999,0.631,0.589,0.48200000000000004,2022-06-06
11-May,2021,9,At least one vaccine dose,0,0,0,0,0,0,2022-06-06
5+,2021,9,At least one vaccine dose,0.237,0.107,0.20199999999999999,0.127,0.066,0.069,2022-06-06
45-64,2021,9,At least one vaccine dose,0.16899999999999998,0.184,0.321,0.14400000000000002,0.152,0.102,2022-06-06
19-44,2021,9,At least one vaccine dose,0.146,0.087,0.161,0.111,0.071,0.067,2022-06-06
18-Dec,2021,9,At least one vaccine dose,0.005,0.003,0.005,0.005,0.001,0.003,2022-06-06
12+,2021,9,At least one vaccine dose,0.258,0.127,0.23600000000000002,0.14400000000000002,0.086,0.083,2022-06-06
65+,2021,9,Completed vaccine series,0.341,0.265,0.502,0.25,0.293,0.233,2022-06-06
45-64,2021,9,Completed vaccine series,0.11199999999999999,0.115,0.214,0.09699999999999999,0.099,0.057999999999999996,2022-06-06
19-44,2021,9,Completed vaccine series,0.10300000000000001,0.055999999999999994,0.08900000000000001,0.079,0.046,0.045,2022-06-06
18-Dec,2021,9,Completed vaccine series,0.003,0.001,0,0.002,0,0.002,2022-06-06
12+,2021,9,Completed vaccine series,0.147,0.075,0.156,0.086,0.052000000000000005,0.049,2022-06-06
65+,2021,8,At least one vaccine dose,0.5670000000000001,0.43700000000000006,0.6,0.479,0.473,0.381,2022-06-06
